#ies_format_version: 1.0
#file: 20250801_5000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 5.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	iec_in;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
#005;	iec_out;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
YYYYMMDD;	hhmmss;	unixtimestamp;	iec_in;	iec_out
20250801;	132820;	1754035100.000;	       err32;	       err32
20250801;	132825;	1754035105.000;	       err32;	       err32
20250801;	132830;	1754035110.000;	       err32;	       err32
20250801;	132835;	1754035115.000;	       err32;	       err32
20250801;	132840;	1754035120.000;	       err32;	       err32
20250801;	132845;	1754035125.000;	       err32;	       err32
20250801;	132850;	1754035130.000;	       err32;	       err32
20250801;	132855;	1754035135.000;	       err32;	       err32
20250801;	132900;	1754035140.000;	       err32;	       err32
20250801;	132905;	1754035145.000;	       err32;	       err32
20250801;	132910;	1754035150.000;	       err32;	       err32
20250801;	132915;	1754035155.000;	       err32;	       err32
20250801;	132920;	1754035160.000;	       err32;	       err32
20250801;	132925;	1754035165.000;	       err32;	       err32
20250801;	132930;	1754035170.000;	       err32;	       err32
20250801;	132935;	1754035175.000;	       err32;	       err32
20250801;	132940;	1754035180.000;	       err32;	       err32
20250801;	132945;	1754035185.000;	       err32;	       err32
20250801;	132950;	1754035190.000;	       err32;	       err32
20250801;	132955;	1754035195.000;	       err32;	       err32
20250801;	133000;	1754035200.000;	       err32;	       err32
20250801;	133005;	1754035205.000;	       err32;	       err32
20250801;	133010;	1754035210.000;	       err32;	       err32
20250801;	133015;	1754035215.000;	       err32;	       err32
20250801;	133020;	1754035220.000;	       err32;	       err32
20250801;	133025;	1754035225.000;	       err32;	       err32
20250801;	133030;	1754035230.000;	       err32;	       err32
20250801;	133035;	1754035235.000;	       err32;	       err32
20250801;	133040;	1754035240.000;	       err32;	       err32
20250801;	133045;	1754035245.000;	       err32;	       err32
20250801;	133050;	1754035250.000;	       err32;	       err32
20250801;	133055;	1754035255.000;	       err32;	       err32
20250801;	133100;	1754035260.000;	       err32;	       err32
20250801;	133105;	1754035265.000;	       err32;	       err32
20250801;	133110;	1754035270.000;	       err32;	       err32
20250801;	133115;	1754035275.000;	       err32;	       err32
20250801;	133120;	1754035280.000;	       err32;	       err32
20250801;	133125;	1754035285.000;	       err32;	       err32
20250801;	133130;	1754035290.000;	       err32;	       err32
20250801;	133135;	1754035295.000;	       err32;	       err32
20250801;	133140;	1754035300.000;	       err32;	       err32
20250801;	133145;	1754035305.000;	       err32;	       err32
20250801;	133150;	1754035310.000;	       err32;	       err32
20250801;	133155;	1754035315.000;	       err32;	       err32
20250801;	133200;	1754035320.000;	       err32;	       err32
20250801;	133205;	1754035325.000;	       err32;	       err32
20250801;	133210;	1754035330.000;	       err32;	       err32
20250801;	133215;	1754035335.000;	       err32;	       err32
20250801;	133220;	1754035340.000;	       err32;	       err32
20250801;	133225;	1754035345.000;	       err32;	       err32
20250801;	133230;	1754035350.000;	       err32;	       err32
20250801;	133235;	1754035355.000;	       err32;	       err32
20250801;	133240;	1754035360.000;	       err32;	       err32
20250801;	133245;	1754035365.000;	       err32;	       err32
20250801;	133250;	1754035370.000;	       err32;	       err32
20250801;	133255;	1754035375.000;	       err32;	       err32
20250801;	133300;	1754035380.000;	        err7;	        err7
20250801;	133305;	1754035385.000;	           0;	           1
20250801;	133310;	1754035390.000;	           0;	           1
20250801;	133315;	1754035395.000;	           0;	           1
20250801;	133320;	1754035400.000;	           0;	           1
20250801;	133325;	1754035405.000;	           0;	           1
20250801;	133330;	1754035410.000;	           0;	           1
20250801;	133335;	1754035415.000;	           0;	           1
20250801;	133340;	1754035420.000;	           0;	           1
20250801;	133345;	1754035425.000;	           0;	           1
20250801;	133350;	1754035430.000;	           0;	           1
20250801;	133355;	1754035435.000;	           0;	           1
20250801;	133400;	1754035440.000;	           0;	           1
20250801;	133405;	1754035445.000;	       err32;	       err32
20250801;	133410;	1754035450.000;	       err32;	       err32
20250801;	133415;	1754035455.000;	       err32;	       err32
20250801;	133420;	1754035460.000;	        err7;	        err7
20250801;	133425;	1754035465.000;	       err30;	       err30
20250801;	133430;	1754035470.000;	        err7;	        err7
20250801;	133435;	1754035475.000;	       err30;	       err30
20250801;	133440;	1754035480.000;	        err8;	        err8
20250801;	133445;	1754035485.000;	        err8;	        err8
20250801;	133450;	1754035490.000;	        err8;	        err8
20250801;	133455;	1754035495.000;	        err9;	        err9
20250801;	133500;	1754035500.000;	        err9;	        err9
20250801;	133505;	1754035505.000;	        err9;	        err9
20250801;	133510;	1754035510.000;	        err9;	        err9
20250801;	133515;	1754035515.000;	        err9;	        err9
20250801;	133520;	1754035520.000;	        err9;	        err9
20250801;	133525;	1754035525.000;	        err9;	        err9
20250801;	133530;	1754035530.000;	       err32;	       err32
20250801;	133535;	1754035535.000;	       err32;	       err32
20250801;	133540;	1754035540.000;	        err8;	        err8
20250801;	133545;	1754035545.000;	        err8;	        err8
20250801;	133550;	1754035550.000;	        err8;	        err8
20250801;	133555;	1754035555.000;	        err9;	        err9
20250801;	133600;	1754035560.000;	        err9;	        err9
20250801;	133605;	1754035565.000;	        err9;	        err9
20250801;	133610;	1754035570.000;	        err9;	        err9
20250801;	133615;	1754035575.000;	        err9;	        err9
20250801;	133620;	1754035580.000;	        err9;	        err9
20250801;	133625;	1754035585.000;	        err9;	        err9
20250801;	133630;	1754035590.000;	       err32;	       err32
20250801;	133635;	1754035595.000;	       err32;	       err32
20250801;	133640;	1754035600.000;	       err32;	       err32
20250801;	133645;	1754035605.000;	        err9;	        err9
20250801;	133650;	1754035610.000;	        err9;	        err9
20250801;	133655;	1754035615.000;	        err9;	        err9
20250801;	133700;	1754035620.000;	        err9;	        err9
20250801;	133705;	1754035625.000;	        err9;	        err9
20250801;	133710;	1754035630.000;	        err9;	        err9
20250801;	133715;	1754035635.000;	        err9;	        err9
20250801;	133720;	1754035640.000;	        err9;	        err9
20250801;	133725;	1754035645.000;	        err9;	        err9
20250801;	133730;	1754035650.000;	        err9;	        err9
20250801;	133735;	1754035655.000;	        err9;	        err9
20250801;	133740;	1754035660.000;	       err32;	       err32
20250801;	133745;	1754035665.000;	       err32;	       err32
20250801;	133750;	1754035670.000;	       err32;	       err32
20250801;	133755;	1754035675.000;	       err32;	       err32
20250801;	133800;	1754035680.000;	        err8;	        err8
20250801;	133805;	1754035685.000;	        err8;	        err8
20250801;	133810;	1754035690.000;	        err8;	        err8
20250801;	133815;	1754035695.000;	        err9;	        err9
20250801;	133820;	1754035700.000;	        err9;	        err9
20250801;	133825;	1754035705.000;	        err9;	        err9
20250801;	133830;	1754035710.000;	       err32;	       err32
20250801;	133835;	1754035715.000;	       err32;	       err32
20250801;	133840;	1754035720.000;	       err32;	       err32
20250801;	133845;	1754035725.000;	       err32;	       err32
20250801;	133850;	1754035730.000;	       err32;	       err32
20250801;	133855;	1754035735.000;	       err32;	       err32
20250801;	133900;	1754035740.000;	       err32;	       err32
20250801;	133905;	1754035745.000;	       err32;	       err32
20250801;	133910;	1754035750.000;	       err32;	       err32
20250801;	133915;	1754035755.000;	       err32;	       err32
20250801;	133920;	1754035760.000;	        err8;	        err8
20250801;	133925;	1754035765.000;	        err8;	        err8
20250801;	133930;	1754035770.000;	        err8;	        err8
20250801;	133935;	1754035775.000;	        err9;	        err9
20250801;	133940;	1754035780.000;	        err9;	        err9
20250801;	133945;	1754035785.000;	        err9;	        err9
20250801;	133950;	1754035790.000;	        err9;	        err9
20250801;	133955;	1754035795.000;	        err9;	        err9
20250801;	134000;	1754035800.000;	        err9;	        err9
20250801;	134005;	1754035805.000;	        err9;	        err9
20250801;	134010;	1754035810.000;	        err9;	        err9
20250801;	134015;	1754035815.000;	        err9;	        err9
20250801;	134020;	1754035820.000;	        err9;	        err9
20250801;	134025;	1754035825.000;	       err32;	       err32
20250801;	134030;	1754035830.000;	       err32;	       err32
20250801;	134035;	1754035835.000;	       err32;	       err32
20250801;	134040;	1754035840.000;	        err8;	        err8
20250801;	134045;	1754035845.000;	        err8;	        err8
20250801;	134050;	1754035850.000;	        err8;	        err8
20250801;	134055;	1754035855.000;	        err9;	        err9
20250801;	134100;	1754035860.000;	        err9;	        err9
20250801;	134105;	1754035865.000;	        err9;	        err9
20250801;	134110;	1754035870.000;	        err9;	        err9
20250801;	134115;	1754035875.000;	        err9;	        err9
20250801;	134120;	1754035880.000;	        err9;	        err9
20250801;	134125;	1754035885.000;	        err9;	        err9
20250801;	134130;	1754035890.000;	        err9;	        err9
20250801;	134135;	1754035895.000;	        err9;	        err9
20250801;	134140;	1754035900.000;	        err9;	        err9
20250801;	134145;	1754035905.000;	        err9;	        err9
20250801;	134150;	1754035910.000;	       err32;	       err32
20250801;	134155;	1754035915.000;	       err32;	       err32
20250801;	134200;	1754035920.000;	       err32;	       err32
20250801;	134205;	1754035925.000;	       err32;	       err32
20250801;	134210;	1754035930.000;	        err8;	        err8
20250801;	134215;	1754035935.000;	        err8;	        err8
20250801;	134220;	1754035940.000;	        err8;	        err8
20250801;	134225;	1754035945.000;	        err9;	        err9
20250801;	134230;	1754035950.000;	        err9;	        err9
20250801;	134235;	1754035955.000;	        err9;	        err9
20250801;	134240;	1754035960.000;	        err9;	        err9
20250801;	134245;	1754035965.000;	        err9;	        err9
20250801;	134250;	1754035970.000;	       err32;	       err32
20250801;	134255;	1754035975.000;	       err32;	       err32
20250801;	134300;	1754035980.000;	       err32;	       err32
20250801;	134305;	1754035985.000;	       err32;	       err32
20250801;	134310;	1754035990.000;	       err32;	       err32
20250801;	134315;	1754035995.000;	       err32;	       err32
20250801;	134320;	1754036000.000;	       err32;	       err32
20250801;	134325;	1754036005.000;	       err32;	       err32
20250801;	134330;	1754036010.000;	       err32;	       err32
20250801;	134335;	1754036015.000;	       err32;	       err32
20250801;	134340;	1754036020.000;	       err32;	       err32
20250801;	134345;	1754036025.000;	       err32;	       err32
20250801;	134350;	1754036030.000;	       err32;	       err32
20250801;	134355;	1754036035.000;	       err32;	       err32
20250801;	134400;	1754036040.000;	       err32;	       err32
20250801;	134405;	1754036045.000;	       err32;	       err32
20250801;	134410;	1754036050.000;	       err32;	       err32
20250801;	134415;	1754036055.000;	       err32;	       err32
20250801;	134420;	1754036060.000;	       err32;	       err32
20250801;	134425;	1754036065.000;	       err32;	       err32
20250801;	134430;	1754036070.000;	       err32;	       err32
20250801;	134435;	1754036075.000;	       err32;	       err32
20250801;	134440;	1754036080.000;	       err32;	       err32
20250801;	134445;	1754036085.000;	       err32;	       err32
20250801;	134450;	1754036090.000;	       err32;	       err32
20250801;	134455;	1754036095.000;	           0;	           1
20250801;	134500;	1754036100.000;	           0;	           1
20250801;	134505;	1754036105.000;	           0;	           1
20250801;	134510;	1754036110.000;	           0;	           1
20250801;	134515;	1754036115.000;	           0;	           1
20250801;	134520;	1754036120.000;	           0;	           1
20250801;	134525;	1754036125.000;	           0;	           1
20250801;	134530;	1754036130.000;	           0;	           1
20250801;	134535;	1754036135.000;	           0;	           1
20250801;	134540;	1754036140.000;	           0;	           1
20250801;	134545;	1754036145.000;	           0;	           1
20250801;	134550;	1754036150.000;	           0;	           1
20250801;	134555;	1754036155.000;	           0;	           1
20250801;	134600;	1754036160.000;	           0;	           1
20250801;	134605;	1754036165.000;	           0;	           1
20250801;	134610;	1754036170.000;	           0;	           1
20250801;	134615;	1754036175.000;	           0;	           1
20250801;	134620;	1754036180.000;	           0;	           1
20250801;	134625;	1754036185.000;	           0;	           1
20250801;	134630;	1754036190.000;	           0;	           1
20250801;	134635;	1754036195.000;	           0;	           1
20250801;	134640;	1754036200.000;	           0;	           1
20250801;	134645;	1754036205.000;	           0;	           1
20250801;	134650;	1754036210.000;	           0;	           1
20250801;	134655;	1754036215.000;	           0;	           1
20250801;	134700;	1754036220.000;	           0;	           1
20250801;	134705;	1754036225.000;	           0;	           1
20250801;	134710;	1754036230.000;	           0;	           1
20250801;	134715;	1754036235.000;	           0;	           1
20250801;	134720;	1754036240.000;	        err9;	       err17
20250801;	134725;	1754036245.000;	        err9;	       err17
20250801;	134730;	1754036250.000;	        err9;	       err17
20250801;	134735;	1754036255.000;	        err9;	       err17
20250801;	134740;	1754036260.000;	        err9;	       err17
20250801;	134745;	1754036265.000;	        err9;	       err17
20250801;	134750;	1754036270.000;	        err9;	       err17
20250801;	134755;	1754036275.000;	        err9;	       err17
20250801;	134800;	1754036280.000;	        err9;	       err17
20250801;	134805;	1754036285.000;	        err9;	       err17
20250801;	134810;	1754036290.000;	        err9;	       err17
20250801;	134815;	1754036295.000;	        err9;	       err17
20250801;	134820;	1754036300.000;	        err9;	       err17
20250801;	134825;	1754036305.000;	        err9;	       err17
20250801;	134830;	1754036310.000;	        err9;	       err17
20250801;	134835;	1754036315.000;	       err32;	       err32
20250801;	134840;	1754036320.000;	       err32;	       err32
20250801;	134845;	1754036325.000;	       err32;	       err32
20250801;	134850;	1754036330.000;	       err32;	       err32
20250801;	134855;	1754036335.000;	       err32;	       err32
20250801;	134900;	1754036340.000;	       err32;	       err32
20250801;	134905;	1754036345.000;	       err32;	       err32
20250801;	134910;	1754036350.000;	       err32;	       err32
20250801;	134915;	1754036355.000;	       err32;	       err32
20250801;	134920;	1754036360.000;	       err32;	       err32
20250801;	134925;	1754036365.000;	       err32;	       err32
20250801;	134930;	1754036370.000;	       err32;	       err32
20250801;	134935;	1754036375.000;	       err32;	       err32
20250801;	134940;	1754036380.000;	       err32;	       err32
20250801;	134945;	1754036385.000;	       err32;	       err32
20250801;	134950;	1754036390.000;	       err32;	       err32
20250801;	134955;	1754036395.000;	       err32;	       err32
20250801;	135000;	1754036400.000;	       err32;	       err32
20250801;	135005;	1754036405.000;	       err32;	       err32
20250801;	135010;	1754036410.000;	       err32;	       err32
20250801;	135015;	1754036415.000;	       err32;	       err32
20250801;	135020;	1754036420.000;	       err32;	       err32
20250801;	135025;	1754036425.000;	       err32;	       err32
20250801;	135030;	1754036430.000;	       err32;	       err32
20250801;	135035;	1754036435.000;	       err32;	       err32
20250801;	135040;	1754036440.000;	       err32;	       err32
20250801;	135045;	1754036445.000;	       err32;	       err32
20250801;	135050;	1754036450.000;	       err32;	       err32
20250801;	135055;	1754036455.000;	       err32;	       err32
20250801;	135100;	1754036460.000;	       err32;	       err32
20250801;	135105;	1754036465.000;	       err32;	       err32
20250801;	135110;	1754036470.000;	       err32;	       err32
20250801;	135115;	1754036475.000;	       err32;	       err32
20250801;	135120;	1754036480.000;	       err32;	       err32
20250801;	135125;	1754036485.000;	       err32;	       err32
20250801;	135130;	1754036490.000;	       err32;	       err32
20250801;	135135;	1754036495.000;	       err32;	       err32
20250801;	135140;	1754036500.000;	       err32;	       err32
20250801;	135145;	1754036505.000;	       err32;	       err32
20250801;	135150;	1754036510.000;	       err32;	       err32
20250801;	135155;	1754036515.000;	       err32;	       err32
20250801;	135200;	1754036520.000;	       err32;	       err32
20250801;	135205;	1754036525.000;	       err32;	       err32
